Site ID,Class,Subclass,Status,Name,Make,Model,Cabinet,U Position,Slot Position,IP Address,Serial Number,Type,Function,Contact,Contact Team,Customer,Mounting,Form Factor,Created By,Request Number,Request Stage,Created On,Origin,Notes,PowerIQ Object ID,Integration Status,VM Manager,VM Manager Integration Status,VMware Status Update Date,Customer Service,Technical Support,Account Number,Node Code,Planning Expiration
GDS,Network,NetworkStack,Planned,G0001004,Arista Networks,DCS-7060SX2-48YC6-R,XA.CTU.04.03.0301.01.003,26,,,JPE19362164,,,,,,Rackable,Fixed,lu_d_zhang,,,04/17/2020 04:31:49-04,Import,,28108,,,,,,,,301,
CM Wuhan,Network,NetworkStack,Planned,G0001005,Arista Networks,DCS-7060SX2-48YC6-R,XA.WUH.02.02.0205.01.003,26,,,JPE19353010,,,,,,Rackable,Fixed,lu_d_zhang,,,11/25/2020 04:48:26-05,Import,,27121,,,,,,,,205,
CM Guangzhou,Network,NetworkStack,Installed,G0001006,Arista Networks,DCS-7010T-48-F,XA.CAN.02.05.0504.01.002,25,,,JPE18462325,,,,,,Rackable,Fixed,pei_ye,,,03/23/2020 05:17:20-04,Import,,2523,,,,,,,,504,
CT Chengdu,Network,NetworkStack,Planned,G0001008,Opengear,IM7248-2-DAC_IW,XA.CTU.01.01.X1N1.01.001,10,,,7.25E+13,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:04:43-05,Import,,27481,,,,,,,,X1N1,
CT Chengdu,Network,NetworkStack,Planned,G0001021,Arista Networks,DCS-7280CR2A-30-F,XA.CTU.01.01.X1N1.01.001,29,,,JPE20424770,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:00:59-05,Import,,27494,,,,,,,,X1N1,
CT Beijing,Network,NetworkStack,Planned,G0001022,Arista Networks,DCS-7280SR-48C6-F,XA.BJS.01.03.0325.01.001,21,,,JPE20331135,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:15:58-05,Import,,27411,,,,,,,,325,
CT Chengdu,Network,NetworkStack,Planned,G0001025,Arista Networks,DCS-7010T-48-F,XA.CTU.01.01.X1N1.01.003,28,,,JPE19460876,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:34:09-05,Import,,27474,,,,,,,,X1N1,
CT Beijing,Network,NetworkStack,Planned,G0001027,Arista Networks,DCS-7060SX2-48YC6-R,XA.BJS.01.03.0325.01.006,26,,,JPE19383253,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:25:30-05,Import,,27431,,,,,,,,325,
DR Peng Guangzhou,Network,NetworkStack,Planned,G0001030,Arista Networks,DCS-7060SX2-48YC6-R,XA.CAN.04.01.MD02.01.003,26,,,JPE18502279,,,,,,Rackable,Fixed,pei_ye,,,04/13/2020 03:52:31-04,Import,,28088,,,,,,,,MD02,
CM Guangzhou,Network,NetworkStack,Installed,G0001031,Arista Networks,DCS-7010T-48-F,XA.CAN.02.05.0504.01.002,36,,,JPE18462744,,,,,,Rackable,Fixed,pei_ye,,,03/23/2020 05:16:14-04,Import,,2509,,,,,,,,504,
CU Wuhan,Network,NetworkStack,Planned,G0001032,Arista Networks,DCS-7010T-48-F,XA.WUH.03.04.0404.01.002,36,,,JPE19460973,,,,,,Rackable,Fixed,lu_d_zhang,,,10/09/2020 22:32:46-04,Import,,4510,,,,,,,,404,
CM Guangzhou,Network,NetworkStack,Installed,G0001034,Arista Networks,DCS-7010T-48-F,XA.CAN.02.05.0504.01.001,25,,,JPE18462747,,,,,,Rackable,Fixed,pei_ye,,,03/23/2020 05:14:59-04,Import,,2521,,,,,,,,504,
CU Wuhan,Network,NetworkStack,Planned,G0001037,Fortinet,FortiGate 100EF,XA.WUH.03.04.0404.01.001,13,,,FG1HEFTK18001524,,,,,,Rackable,Fixed,lu_d_zhang,,,10/09/2020 22:32:38-04,Import,,4507,,,,,,,,404,
CT Chengdu,Network,NetworkStack,Planned,G0001038,Arista Networks,DCS-7010T-48-F,XA.CTU.01.01.X1N1.01.001,25,,,JPE19460890,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:01:55-05,Import,,27488,,,,,,,,X1N1,
CT Shanghai,Network,NetworkStack,Planned,G0001042,Arista Networks,DCS-7010T-48-F,XA.SHA.01.02.B222.01.006,28,,,JPE19460977,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:49:26-05,Import,,27514,,,,,,,,B222,
CU Wuhan,Network,NetworkStack,Planned,G0001045,Arista Networks,DCS-7010T-48-F,XA.WUH.03.04.0404.01.003,28,,,JPE19460872,,,,,,Rackable,Fixed,lu_d_zhang,,,10/09/2020 22:33:10-04,Import,,4517,,,,,,,,404,
CM Guangzhou,Network,NetworkStack,Installed,G0001051,Arista Networks,DCS-7280SR-48C6-F,XA.CAN.02.05.0504.01.001,27,,,SGD19492017,,,,,,Rackable,Fixed,pei_ye,,,03/23/2020 05:14:35-04,Import,,2520,,,,,,,,504,
CT Shanghai,Network,NetworkStack,Planned,G0001053,Arista Networks,DCS-7010T-48-F,XA.SHA.01.02.B222.01.001,19,,,JPE19460961,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:40:55-05,Import,,27530,,,,,,,,B222,
CM Wuhan,Network,NetworkStack,Planned,G0001055,Opengear,IM7248-2-DAC_IW,XA.WUH.02.02.0205.01.001,23,,,7.25E+13,,,,,,Rackable,Fixed,lu_d_zhang,,,11/25/2020 04:32:41-05,Import,,27106,,,,,,,,205,
CM Guangzhou,Network,NetworkStack,Installed,G0001057,Arista Networks,DCS-7280SR-48C6-F,XA.CAN.02.05.0504.01.002,27,,,SGD19480720,,,,,,Rackable,Fixed,pei_ye,,,03/23/2020 05:16:57-04,Import,,2522,,,,,,,,504,
CT Shanghai,Network,NetworkStack,Planned,G0001060,Arista Networks,DCS-7280CR2A-30-F,XA.SHA.01.02.B222.01.002,29,,,JPE20424693,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:43:44-05,Import,,27523,,,,,,,,B222,
CT Guangzhou,Network,NetworkStack,Planned,G0001064,Arista Networks,DCS-7280SR-48C6-F,XA.CAN.01.07.0002.01.001,27,,,JPE20330896,,,,,,Rackable,Fixed,lu_d_zhang,,,05/06/2021 22:57:38-04,Import,,27843,,,,,,,,2,
CM Wuhan,Network,NetworkStack,Planned,G0001068,Arista Networks,DCS-7010T-48-F,XA.WUH.02.02.0205.01.002,36,,,JPE19460847,,,,,,Rackable,Fixed,lu_d_zhang,,,11/25/2020 04:33:25-05,Import,,27113,,,,,,,,205,
CM Guangzhou,Network,NetworkStack,Installed,G0001070,Arista Networks,DCS-7060SX2-48YC6-R,XA.CAN.02.05.0504.01.003,26,,,JPE18502404,,,,,,Rackable,Fixed,pei_ye,,,03/23/2020 05:18:31-04,Import,,2525,,,,,,,,504,
DR Peng Guangzhou,Network,NetworkStack,Planned,G0001077,Arista Networks,DCS-7280SR-48C6-F,XA.CAN.04.01.MD02.01.001,21,,,SGD19480645,,,,,,Rackable,Fixed,pei_ye,,,04/13/2020 03:46:50-04,Import,,27301,,,,,,,,MD02,
CT Guangzhou,Network,NetworkStack,Planned,G0001079,Arista Networks,DCS-7280SR-48C6-F,XA.CAN.01.07.0002.01.001,21,,,JPE20331141,,,,,,Rackable,Fixed,lu_d_zhang,,,05/06/2021 22:58:13-04,Import,,27845,,,,,,,,2,
GDS,Network,NetworkStack,Planned,G0001080,Arista Networks,DCS-7280SR-48C6-F,XA.CTU.04.03.0301.01.001,21,,,SGD19480708,,,,,,Rackable,Fixed,lu_d_zhang,,,04/17/2020 04:29:45-04,Import,,27603,,,,,,,,301,
CM Guangzhou,Network,NetworkStack,Installed,G0001083,Arista Networks,DCS-7280SR-48C6-F,XA.CAN.02.05.0504.01.001,21,,,SGD19480820,,,,,,Rackable,Fixed,pei_ye,,,03/23/2020 05:15:24-04,Import,,2507,,,,,,,,504,
CM Wuhan,Network,NetworkStack,Planned,G0001084,Arista Networks,DCS-7010T-48-F,XA.WUH.02.02.0205.01.004,28,,,JPE19460814,,,,,,Rackable,Fixed,lu_d_zhang,,,11/25/2020 04:48:33-05,Import,,27122,,,,,,,,205,
DR Peng Beijing,Network,NetworkStack,Planned,G0001088,Arista Networks,DCS-7010T-48-F,XA.BJS.04.01.MD09.01.004,28,,,JPE20404885,,,,,,Rackable,Fixed,patrick_zhao,,,07/19/2021 23:03:25-04,Import,,32284,,,,,,,,MD09,
CT Beijing,Network,NetworkStack,Planned,G0001100,Arista Networks,DCS-7010T-48-F,XA.BJS.01.03.0325.01.001,19,,,JPE20405057,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:16:27-05,Import,,27412,,,,,,,,325,
CT Guangzhou,Network,NetworkStack,Planned,G0001102,Arista Networks,DCS-7280CR2A-30-F,XA.CAN.01.07.0002.01.002,29,,,JPE20400257,,,,,,Rackable,Fixed,lu_d_zhang,,,05/06/2021 22:59:39-04,Import,,27850,,,,,,,,2,
CM Wuhan,Network,NetworkStack,Planned,G0001105,NOKIA,7750 SR-1s,XA.WUH.02.02.0205.01.002,4,,,NS1948F5845,,,,,,Rackable,Fixed,lu_d_zhang,,,11/25/2020 04:34:04-05,Import,,27119,,,,,,,,205,
CU Wuhan,Network,NetworkStack,Planned,G0001106,Arista Networks,DCS-7010T-48-F,XA.WUH.03.04.0404.01.001,25,,,JPE19460848,,,,,,Rackable,Fixed,lu_d_zhang,,,10/09/2020 22:32:26-04,Import,,4502,,,,,,,,404,
DR Peng Shanghai,Network,NetworkStack,Planned,G0001107,Arista Networks,DCS-7010T-48-F,XA.SHA.04.03.MD10.01.006,28,,,JPE20405007,,,,,,Rackable,Fixed,lu_d_zhang,,,03/28/2021 23:15:02-04,Import,,27722,,,,,,,,MD10,
CT Shanghai,Network,NetworkStack,Planned,G0001109,Arista Networks,DCS-7010T-48-F,XA.SHA.01.02.B222.01.002,36,,,JPE19460852,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:43:16-05,Import,,27525,,,,,,,,B222,
CT Chengdu,Network,NetworkStack,Planned,G0001112,Arista Networks,DCS-7010T-48-F,XA.CTU.01.01.X1N1.01.006,28,,,JPE19460782,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:36:58-05,Import,,27467,,,,,,,,X1N1,
CT Chengdu,Network,NetworkStack,Planned,G0001114,PaloAlto Networks,PA-5220,XA.CTU.01.01.X1N1.01.002,11,,,13201019269,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:07:36-05,Import,,27477,,,,,,,,X1N1,
DR Peng Guangzhou,Network,NetworkStack,Planned,G0001123,Arista Networks,DCS-7010T-48-F,XA.CAN.04.01.MD02.01.001,19,,,JPE19460776,,,,,,Rackable,Fixed,pei_ye,,,04/13/2020 03:46:51-04,Import,,28086,,,,,,,,MD02,
CT Shanghai,Network,NetworkStack,Planned,G0001128,Arista Networks,DCS-7280SR-48C6-F,XA.SHA.01.02.B222.01.001,27,,,JPE20331134,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:39:02-05,Import,,27534,,,,,,,,B222,
DR Peng Shanghai,Network,NetworkStack,Planned,G0001129,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.04.03.MD10.01.004,26,,,JPE20360901,,,,,,Rackable,Fixed,lu_d_zhang,,,03/28/2021 23:13:44-04,Import,,27717,,,,,,,,MD10,
CT Beijing,Network,NetworkStack,Planned,G0001131,Arista Networks,DCS-7010T-48-F,XA.BJS.01.03.0325.01.006,28,,,JPE20404934,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:25:01-05,Import,,27430,,,,,,,,325,
CM Guangzhou,Network,NetworkStack,Installed,G0001132,Arista Networks,DCS-7010T-48-F,XA.CAN.02.05.0504.01.003,28,,,JPE18462314,,,,,,Rackable,Fixed,pei_ye,,,03/23/2020 05:18:08-04,Import,,2526,,,,,,,,504,
CT Shanghai,Network,NetworkStack,Planned,G0001135,Opengear,IM7248-2-DAC_IW,XA.SHA.01.02.B222.01.001,10,,,7.25E+13,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:42:20-05,Import,,27529,,,,,,,,B222,
CT Chengdu,Network,NetworkStack,Planned,G0001137,Arista Networks,DCS-7010T-48-F,XA.CTU.01.01.X1N1.01.005,28,,,JPE19460771,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:36:02-05,Import,,27469,,,,,,,,X1N1,
CM Guangzhou,Network,NetworkStack,Installed,G0001141,PaloAlto Networks,PA-5220,XA.CAN.02.05.0504.01.002,11,,,13201019250,,,,,,Rackable,Fixed,pei_ye,,,03/23/2020 05:17:43-04,Import,,2524,,,,,,,,504,
CT Wuhan,Network,NetworkStack,Planned,G0001142,Arista Networks,DCS-7280SR-48C6-F,XA.WUH.01.02.0204.01.002,27,,,JPE20331153,,,,,,Rackable,Fixed,pei_ye,,,01/30/2021 06:44:16-05,Import,,27441,,,,,,,,204,
CT Beijing,Network,NetworkStack,Planned,G0001144,Arista Networks,DCS-7280SR-48C6-F,XA.BJS.01.03.0325.01.002,27,,,JPE20330923,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:19:47-05,Import,,27419,,,,,,,,325,
CM Wuhan,Network,NetworkStack,Planned,G0001146,Arista Networks,DCS-7010T-48-F,XA.WUH.02.02.0205.01.001,19,,,JPE19460871,,,,,,Rackable,Fixed,lu_d_zhang,,,11/25/2020 04:32:54-05,Import,,27108,,,,,,,,205,
CT Shanghai,Network,NetworkStack,Planned,G0001149,Arista Networks,DCS-7010T-48-F,XA.SHA.01.02.B222.01.003,28,,,JPE19460839,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:46:34-05,Import,,27519,,,,,,,,B222,
DR Peng Guangzhou,Network,NetworkStack,Planned,G0001158,PaloAlto Networks,PA-5220,XA.CAN.04.01.MD02.01.002,11,,,13201019272,,,,,,Rackable,Fixed,pei_ye,,,04/13/2020 03:47:01-04,Import,,28092,,,,,,,,MD02,
CU Wuhan,Network,NetworkStack,Planned,G0001165,Arista Networks,DCS-7010T-48-F,XA.WUH.03.04.0404.01.002,25,,,JPE19460853,,,,,,Rackable,Fixed,lu_d_zhang,,,10/09/2020 22:32:57-04,Import,,4513,,,,,,,,404,
CU Wuhan,Network,NetworkStack,Planned,G0001170,Arista Networks,DCS-7010T-48-F,XA.WUH.03.04.0404.01.001,19,,,JPE19460800,,,,,,Rackable,Fixed,lu_d_zhang,,,10/09/2020 22:32:33-04,Import,,4505,,,,,,,,404,
CT Beijing,Network,NetworkStack,Planned,G0001172,Arista Networks,DCS-7010T-48-F,XA.BJS.01.03.0325.01.002,36,,,JPE20404971,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:18:50-05,Import,,27417,,,,,,,,325,
CM Wuhan,Network,NetworkStack,Planned,G0001179,Fortinet,FortiGate 100EF,XA.WUH.02.02.0205.01.001,13,,,FGHEFTK9000168,,,,,,Rackable,Fixed,lu_d_zhang,,,11/25/2020 04:33:07-05,Import,,27110,,,,,,,,205,
DR Peng Guangzhou,Network,NetworkStack,Planned,G0001181,Arista Networks,DCS-7280SR-48C6-F,XA.CAN.04.01.MD02.01.001,27,,,SGD19480631,,,,,,Rackable,Fixed,pei_ye,,,04/13/2020 03:46:44-04,Import,,28080,,,,,,,,MD02,
CT Shanghai,Network,NetworkStack,Planned,G0001184,Arista Networks,DCS-7280SR-48C6-F,XA.SHA.01.02.B222.01.001,21,,,JPE20330918,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:40:27-05,Import,,27532,,,,,,,,B222,
CT Shanghai,Network,NetworkStack,Planned,G0001191,Arista Networks,DCS-7280CR2A-30-F,XA.SHA.01.02.B222.01.002,15,,,JPE20413055,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:45:10-05,Import,,27521,,,,,,,,B222,
DR Peng Shanghai,Network,NetworkStack,Planned,G0001199,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.04.03.MD10.01.006,26,,,JPE20360933,,,,,,Rackable,Fixed,lu_d_zhang,,,03/28/2021 23:14:46-04,Import,,27721,,,,,,,,MD10,
CT Wuhan,Network,NetworkStack,Planned,G0001200,Opengear,IM7248-2-DAC-L,XA.WUH.01.02.0204.01.001,10,,,7.25E+13,,,,,,Rackable,Fixed,pei_ye,,,01/30/2021 04:45:15-05,Import,,27433,,,,,,,,204,
CM Wuhan,Network,NetworkStack,Planned,G0001204,Arista Networks,DCS-7010T-48-F,XA.WUH.02.02.0205.01.002,25,,,JPE19460926,,,,,,Rackable,Fixed,lu_d_zhang,,,11/25/2020 04:33:45-05,Import,,27116,,,,,,,,205,
CU Wuhan,Network,NetworkStack,Planned,G0001206,PaloAlto Networks,PA-5220,XA.WUH.03.04.0404.01.002,11,,,13201019202,,,,,,Rackable,Fixed,lu_d_zhang,,,10/09/2020 22:33:05-04,Import,,4515,,,,,,,,404,
CT Beijing,Network,NetworkStack,Planned,G0001210,Arista Networks,DCS-7010T-48-F,XA.BJS.01.03.0325.01.005,28,,,JPE20404964,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:24:04-05,Import,,27428,,,,,,,,325,
CT Chengdu,Network,NetworkStack,Planned,G0001211,Arista Networks,DCS-7010T-48-F,XA.CTU.01.01.X1N1.01.001,19,,,JPE19460792,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:03:19-05,Import,,27485,,,,,,,,X1N1,
CT Beijing,Network,NetworkStack,Planned,G0001213,Arista Networks,DCS-7280CR2A-30-F,XA.BJS.01.03.0325.01.002,29,,,JPE20383352,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:19:19-05,Import,,27418,,,,,,,,325,
CM Beijing,Network,NetworkStack,Planned,G0001221,Arista Networks,DCS-7060SX2-48YC6-F,XA.BJS.02.02.2009.01.006,26,,,JPE18491478,,,,,,Rackable,Fixed,lu_d_zhang,,,06/09/2020 02:35:28-04,Client,,2228,,,,,,,,2009,
CM Guangzhou,Network,NetworkStack,Installed,G0001223,Arista Networks,DCS-7060SX2-48YC6-R,XA.CAN.02.05.0504.01.004,26,,,JPE18491700,,,,,,Rackable,Fixed,pei_ye,,,03/23/2020 05:19:20-04,Import,,2515,,,,,,,,504,
CT Beijing,Network,NetworkStack,Planned,G0001225,Arista Networks,DCS-7280CR2A-30-F,XA.BJS.01.03.0325.01.002,15,,,JPE20424684,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:20:45-05,Import,,27421,,,,,,,,325,
DR Peng Shanghai,Network,NetworkStack,Planned,G0001237,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.04.03.MD10.01.005,26,,,JPE20360942,,,,,,Rackable,Fixed,lu_d_zhang,,,03/28/2021 23:14:09-04,Import,,27719,,,,,,,,MD10,
CM Beijing,Network,NetworkStack,Planned,G0001262,Arista Networks,DCS-7010T-48-F,XA.BJS.02.02.2009.01.006,28,,,JPE19460878,,,,,,Rackable,Fixed,lu_d_zhang,,,06/09/2020 02:33:59-04,Client,,2230,,,,,,,,2009,
GDS,Network,NetworkStack,Planned,G0001267,PaloAlto Networks,PA-5220,XA.CTU.04.03.0301.01.002,11,,,13201019282,,,,,,Rackable,Fixed,lu_d_zhang,,,04/17/2020 04:29:57-04,Import,,28105,,,,,,,,301,
CU Shanghai,Network,NetworkStack,Planned,G0001268,Arista Networks,DCS-7010T-48-F,XA.SHA.03.03.J2J3.01.006,28,,,JPE20404931,,,,,,Rackable,Fixed,patrick_zhao,,,07/08/2021 04:06:24-04,Client,,32212,,,,,,,,J2J3,
DR Peng Beijing,Network,NetworkStack,Planned,G0001282,Arista Networks,DCS-7280CR2A-30-F,XA.BJS.04.01.MD09.01.001,15,,,JPE19482339,,,,,,Rackable,Fixed,lu_d_zhang,,,08/24/2020 02:04:16-04,Client,,28073,,,,,,,,MD09,
CT Chengdu,Network,NetworkStack,Planned,G0001286,Arista Networks,DCS-7280SR-48C6-F,XA.CTU.01.01.X1N1.01.001,21,,,SGD19491873,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:02:51-05,Import,,27486,,,,,,,,X1N1,
CT Beijing,Network,NetworkStack,Planned,G0001332,Opengear,IM7248-2-DAC_IW,XA.BJS.01.03.0325.01.001,10,,,7.25E+13,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:17:52-05,Import,,27415,,,,,,,,325,
GDS,Network,NetworkStack,Planned,G0001335,Arista Networks,DCS-7280CR2A-30-F,XA.CTU.04.03.0301.01.001,15,,,JPE20400236,,,,,,Rackable,Fixed,pei_ye,,,03/01/2021 04:48:50-05,Import,,27600,,,,,,,,301,
CT Guangzhou,Network,NetworkStack,Planned,G0001355,Arista Networks,DCS-7280SR-48C6-F,XA.CAN.01.07.0002.01.002,27,,,JPE20331160,,,,,,Rackable,Fixed,lu_d_zhang,,,05/06/2021 22:59:57-04,Import,,27851,,,,,,,,2,
DR Peng Guangzhou,Network,NetworkStack,Planned,G0001360,Arista Networks,DCS-7280SR-48C6-F,XA.CAN.04.01.MD02.01.002,27,,,SGD19491960,,,,,,Rackable,Fixed,pei_ye,,,04/13/2020 03:46:58-04,Import,,28087,,,,,,,,MD02,
CT Chengdu,Network,NetworkStack,Planned,G0001361,Fortinet,FortiGate 100EF,XA.CTU.01.01.X1N1.01.001,13,,,FG1HEFTK19000214,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:04:15-05,Import,,27484,,,,,,,,X1N1,
CT Guangzhou,Network,NetworkStack,Planned,G0001363,Arista Networks,DCS-7060SX2-48YC6-R,XA.CAN.01.07.0002.01.005,26,,,JPE20360871,,,,,,Rackable,Fixed,lu_d_zhang,,,05/26/2021 11:04:08-04,Import,,27989,,,,,,,,2,
CT Shanghai,Network,NetworkStack,Planned,G0001367,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.01.02.B222.01.005,26,,,JPE19391857,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:48:59-05,Import,,27511,,,,,,,,B222,
CT Beijing,Network,NetworkStack,Planned,G0001372,Arista Networks,DCS-7010T-48-F,XA.BJS.01.03.0325.01.003,28,,,JPE20404914,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:22:09-05,Import,,27424,,,,,,,,325,
CU Beijing,Network,NetworkStack,Planned,G0001385,Arista Networks,DCS-7010T-48-F,XA.BJS.03.04.L4M2.01.010,28,,,JPE19460899,,,,,,Rackable,Fixed,lu_d_zhang,,,06/10/2020 08:03:08-04,Client,,2114,,,,,,,,L4M2,
CT Shanghai,Network,NetworkStack,Planned,G0001387,Arista Networks,DCS-7010T-48-F,XA.SHA.01.02.B222.01.002,25,,,JPE19460972,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:44:41-05,Import,,27524,,,,,,,,B222,
CM Beijing,Network,NetworkStack,Planned,G0001388,PaloAlto Networks,PA-5220,XA.BJS.02.02.2009.01.002,11,,,13201025537,,,,,,Rackable,Fixed,lu_d_zhang,,,05/10/2021 04:55:12-04,Client,,27856,,,,,,,,2009,
CU Wuhan,Network,NetworkStack,Planned,G0001390,Arista Networks,DCS-7010T-48-F,XA.WUH.03.04.0404.01.004,28,,,JPE19460889,,,,,,Rackable,Fixed,lu_d_zhang,,,10/09/2020 22:33:16-04,Import,,4519,,,,,,,,404,
DR Peng Guangzhou,Network,NetworkStack,Planned,G0001395,Arista Networks,DCS-7280CR2A-30-F,XA.CAN.04.01.MD02.01.001,15,,,JPE20400264,,,,,,Rackable,Fixed,pei_ye,,,01/26/2021 22:29:55-05,Import,,27296,,,,,,,,MD02,
CT Beijing,Network,NetworkStack,Planned,G0001396,Arista Networks,DCS-7010T-48-F,XA.BJS.01.03.0325.01.002,25,,,JPE20404895,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:20:17-05,Import,,27420,,,,,,,,325,
CT Chengdu,Network,NetworkStack,Planned,G0001398,Arista Networks,DCS-7280CR2A-30-F,XA.CTU.01.01.X1N1.01.002,15,,,JPE20383360,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:07:08-05,Import,,27476,,,,,,,,X1N1,
CT Beijing,Network,NetworkStack,Planned,G0001399,Arista Networks,DCS-7060SX2-48YC6-R,XA.BJS.01.03.0325.01.004,26,,,JPE19391859,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:23:35-05,Import,,27427,,,,,,,,325,
CT Wuhan,Network,NetworkStack,Planned,G0001400,Arista Networks,DCS-7010T-48-F,XA.WUH.01.02.0204.01.003,28,,,JPE20392531,,,,,,Rackable,Fixed,pei_ye,,,02/01/2021 03:39:30-05,Import,,27445,,,,,,,,204,
CT Beijing,Network,NetworkStack,Planned,G0001402,Arista Networks,DCS-7010T-48-F,XA.BJS.01.03.0325.01.001,25,,,JPE20392530,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:15:01-05,Import,,27409,,,,,,,,325,
CT Chengdu,Network,NetworkStack,Planned,G0001408,Arista Networks,DCS-7010T-48-F,XA.CTU.01.01.X1N1.01.002,25,,,JPE19460789,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:06:39-05,Import,,27478,,,,,,,,X1N1,
CT Chengdu,Network,NetworkStack,Planned,G0001409,Arista Networks,DCS-7010T-48-F,XA.CTU.01.01.X1N1.01.004,28,,,JPE19460828,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:35:05-05,Import,,27470,,,,,,,,X1N1,
DR Peng Guangzhou,Network,NetworkStack,Planned,G0001410,Fortinet,FortiGate 100EF,XA.CAN.04.01.MD02.01.001,13,,,FG1HEFTK19000233,,,,,,Rackable,Fixed,pei_ye,,,04/13/2020 03:46:53-04,Import,,27298,,,,,,,,MD02,
CT Shanghai,Network,NetworkStack,Planned,G0001411,Arista Networks,DCS-7010T-48-F,XA.SHA.01.02.B222.01.005,28,,,JPE19460998,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:48:30-05,Import,,27512,,,,,,,,B222,
CT Wuhan,Network,NetworkStack,Planned,G0001418,Arista Networks,DCS-7010T-48-F,XA.WUH.01.02.0204.01.002,36,,,JPE20404933,,,,,,Rackable,Fixed,pei_ye,,,02/01/2021 03:38:55-05,Import,,27444,,,,,,,,204,
CT Guangzhou,Network,NetworkStack,Planned,G0001419,Arista Networks,DCS-7060SX2-48YC6-R,XA.CAN.01.07.0002.01.006,26,,,JPE20360892,,,,,,Rackable,Fixed,lu_d_zhang,,,05/26/2021 11:03:47-04,Import,,27988,,,,,,,,2,
CT Beijing,Network,NetworkStack,Planned,G0001424,Arista Networks,DCS-7060SX2-48YC6-R,XA.BJS.01.03.0325.01.005,26,,,JPE19391858,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:24:32-05,Import,,27429,,,,,,,,325,
CT Shanghai,Network,NetworkStack,Planned,G0001428,Arista Networks,DCS-7010T-48-F,XA.SHA.01.02.B222.01.004,28,,,JPE19460823,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:47:33-05,Import,,27516,,,,,,,,B222,
CT Beijing,Network,NetworkStack,Planned,G0001431,Arista Networks,DCS-7280CR2A-30-F,XA.BJS.01.03.0325.01.001,29,,,JPE20371843,,,,,,Rackable,Fixed,lu_d_zhang,,,01/29/2021 03:14:05-05,Import,,27407,,,,,,,,325,
CM Wuhan,Network,NetworkStack,Planned,G0001432,Arista Networks,DCS-7280CR2A-30-F,XA.WUH.02.02.0205.01.001,29,,,JPE20383353,,,,,,Rackable,Fixed,lu_d_zhang,,,11/25/2020 04:32:23-05,Import,,27103,,,,,,,,205,
